seat_won,member,donor_name,tot_from_donor,tot_to_candidate,party,counties,term_start,house_district,senate_district
Representative District 23,Shelly Willingham,NC Veterinary Medical Association,1000,30720,D,"Edgecombe, Martin",1-Jan-15,23,NA
Representative District 23,Shelly Willingham,New South Leadership PAC,1000,30720,D,"Edgecombe, Martin",1-Jan-15,23,NA
Representative District 23,Shelly Willingham,Southern States Police Benevolent Association PAC,2000,30720,D,"Edgecombe, Martin",1-Jan-15,23,NA
Representative District 24,Linda Cooper-Suggs,Brian Turner for NC House,500,72748,D,Wilson,27-Jul-20,24,NA
Representative District 24,Linda Cooper-Suggs,Committee to Re-elect Becky Carney,250,72748,D,Wilson,27-Jul-20,24,NA
Representative District 24,Linda Cooper-Suggs,Communication Workers of America - COPE PCC,1500,72748,D,Wilson,27-Jul-20,24,NA
Representative District 24,Linda Cooper-Suggs,Cynthia for NC,250,72748,D,Wilson,27-Jul-20,24,NA
Representative District 24,Linda Cooper-Suggs,Democratic Women of Wilson County,1000,72748,D,Wilson,27-Jul-20,24,NA
Representative District 24,Linda Cooper-Suggs,Emily's List,1000,72748,D,Wilson,27-Jul-20,24,NA
Representative District 24,Linda Cooper-Suggs,End Citizens United,5400,72748,D,Wilson,27-Jul-20,24,NA
Representative District 24,Linda Cooper-Suggs,Holley for NC,500,72748,D,Wilson,27-Jul-20,24,NA
Representative District 24,Linda Cooper-Suggs,Lillian's List PAC,1000,72748,D,Wilson,27-Jul-20,24,NA
Representative District 24,Linda Cooper-Suggs,National Democratic Redistricting PAC,5400,72748,D,Wilson,27-Jul-20,24,NA
Representative District 24,Linda Cooper-Suggs,NC Association of Electric Cooperatives Rural Electric Action Program,300,72748,D,Wilson,27-Jul-20,24,NA
Representative District 24,Linda Cooper-Suggs,NC Sierra Club PAC,3000,72748,D,Wilson,27-Jul-20,24,NA
Representative District 24,Linda Cooper-Suggs,New South Leadership PAC,1000,72748,D,Wilson,27-Jul-20,24,NA
Representative District 24,Linda Cooper-Suggs,Planned Parenthood Action PAC NC,1000,72748,D,Wilson,27-Jul-20,24,NA
Representative District 24,Linda Cooper-Suggs,Service Employees International Union,5400,72748,D,Wilson,27-Jul-20,24,NA
Representative District 25,James D. Gailliard,Blue Cross & Blue Shield of NC Employees PAC,500,61622,D,Nash,1-Jan-19,25,NA
Representative District 25,James D. Gailliard,Butterfield for Congress,5400,61622,D,Nash,1-Jan-19,25,NA
Representative District 25,James D. Gailliard,Committee to Elect Amos Quick,250,61622,D,Nash,1-Jan-19,25,NA
Representative District 25,James D. Gailliard,Committee to Elect Dwight Jordan,50,61622,D,Nash,1-Jan-19,25,NA
Representative District 25,James D. Gailliard,Committee to Elect Mary Wells for County Commissioner,100,61622,D,Nash,1-Jan-19,25,NA
Representative District 25,James D. Gailliard,Committee to Elect Wayne Sasser,500,61622,D,Nash,1-Jan-19,25,NA
Representative District 25,James D. Gailliard,CSX Good Government Fund,250,61622,D,Nash,1-Jan-19,25,NA
Representative District 25,James D. Gailliard,Cummins Inc PAC,500,61622,D,Nash,1-Jan-19,25,NA
Representative District 25,James D. Gailliard,Dominion Energy Inc PAC,2000,61622,D,Nash,1-Jan-19,25,NA
Representative District 25,James D. Gailliard,etsy.com,75.38,61622,D,Nash,1-Jan-19,25,NA
Representative District 25,James D. Gailliard,Funeral Directors and Morticians Association of North Carolina,1000,61622,D,Nash,1-Jan-19,25,NA
Representative District 25,James D. Gailliard,Future Now Fund PAC,5400,61622,D,Nash,1-Jan-19,25,NA
Representative District 25,James D. Gailliard,Holley for NC,1032.9,61622,D,Nash,1-Jan-19,25,NA
Representative District 25,James D. Gailliard,McGuireWoods Federal PAC Fund,1250,61622,D,Nash,1-Jan-19,25,NA
Representative District 25,James D. Gailliard,Nationwide Carolina Political Participation Fund,500,61622,D,Nash,1-Jan-19,25,NA
Representative District 25,James D. Gailliard,NC Association of Electric Cooperatives Rural Electric Action Program,700,61622,D,Nash,1-Jan-19,25,NA
Representative District 25,James D. Gailliard,NC Association of Realtors PAC,2000,61622,D,Nash,1-Jan-19,25,NA
Representative District 25,James D. Gailliard,NC Black Summit,178.57,61622,D,Nash,1-Jan-19,25,NA
Representative District 25,James D. Gailliard,NC Dental Society PAC,1000,61622,D,Nash,1-Jan-19,25,NA
Representative District 25,James D. Gailliard,NC Farm Bureau Federation Inc PAC,1000,61622,D,Nash,1-Jan-19,25,NA
Representative District 25,James D. Gailliard,NC Health Care Facilities Association PAC,2000,61622,D,Nash,1-Jan-19,25,NA
Representative District 25,James D. Gailliard,NC Home Builders Association PAC,250,61622,D,Nash,1-Jan-19,25,NA
Representative District 25,James D. Gailliard,NC Medical Society State PAC,250,61622,D,Nash,1-Jan-19,25,NA
Representative District 25,James D. Gailliard,Now or Never NC,250,61622,D,Nash,1-Jan-19,25,NA
Representative District 25,James D. Gailliard,Office Depot Distribution Center,27.74,61622,D,Nash,1-Jan-19,25,NA
Representative District 25,James D. Gailliard,Providence Anesthesiology Associates PA Federal PAC,1000,61622,D,Nash,1-Jan-19,25,NA
Representative District 25,James D. Gailliard,Sandhills Anesthesiologists PAC,2000,61622,D,Nash,1-Jan-19,25,NA
Representative District 25,James D. Gailliard,Southern States Police Benevolent Association PAC,1000,61622,D,Nash,1-Jan-19,25,NA
Representative District 25,James D. Gailliard,UnitedHealth Group Inc PAC,1000,61622,D,Nash,1-Jan-19,25,NA
Representative District 26,Donna McDowell White,American Physical Therapy Association NC PAC,1000,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,Astellas US LLC PAC,500,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,Bayer US LLC PAC,500,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,Brightspring Legacy Fund,1000,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,Bristol-Myers Squibb Company Employee PAC,500,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,Carolina Auto Recyclers PAC,250,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,Centene Corporation PAC,3000,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,Committee to Elect Pat B Hurley,500,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,Committee to Elect Republican Women,5000,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,Dentaquest PAC Tn-1 (Closed),1500,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,Eli Lilly and Company PAC,1000,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,Emergeortho PA PAC,500,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,Friends of Tim Moore,5400,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,GlaxoSmithKline LLC PAC,1000,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,Health Network Solutions PAC,1000,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,Johnston County Republican Women,100,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,Larry C. Strickland Campaign Committtee,200,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,Mag Mutual NC PAC,1000,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,McGuireWoods Federal PAC Fund,2000,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,"Merck & Co., Inc Employees PAC",1000,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,National Federation of Independent Business NC PAC,7.84,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,NC Academy of Family Physicians,500,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,NC Academy of Physician Assistants,500,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,NC American Nurses Association PAC,9400,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,NC Assisted Living Association PAC,1500,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,NC Association Long Term Care Facilities,1000,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,NC Association of Electric Cooperatives Rural Electric Action Program,1000,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,NC Association of Nurse Anesthetists,4000,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,NC Association of Private Investigators PAC,125,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,NC Association of Realtors PAC,6400,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,NC Auto Dealers Accociation PAC,1020,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,NC Beer & Wine Wholesalers Association PAC,1000,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,NC Chiropractic Association Inc PAC,3000,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,NC Clean Energy Business Alliance PAC,1000,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,NC College of Emergency Physicians PAC,1000,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,NC Dental Society PAC,3000,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,NC Farm Bureau Federation Inc PAC,2000,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,NC Health Care Facilities Association PAC,4000,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,NC Home Builders Association PAC,2000,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,NC Hospital Association PAC,10800,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,NC Medical Society State PAC,500,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,NC Merchants PAC Inc,500,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,NC Nurse Midwives PAC,350,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,NC Orthopaedic Association PAC,1000,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,NC State Optometric Society PAC,6600,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,NC Veterinary Medical Association,1000,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,North Carolina Republican Party,13899.87,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,Novartis Corp PAC,1000,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,Nurse Practitioner PAC,1000,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,Orthocarolina PA Federal PAC,1000,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,Pfizer Inc PAC,1000,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,Resident Lenders of NC PAC,500,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,Reynolds American Inc PAC,1000,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,Southern States Police Benevolent Association PAC,2500,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,State Employees Association of NC PAC,1500,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,The Caterpillar Inc Employee PAC,1000,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,UCB PAC,500,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,UnitedHealth Group Inc PAC,3000,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,US Acute Care Solutions PAC,1000,148799,R,Johnston,1-Jan-17,26,NA
Representative District 26,Donna McDowell White,Wake Emergency Physicians PA PAC,2000,148799,R,Johnston,1-Jan-17,26,NA
Representative District 27,Michael H. Wray,"Ahold Delhaize USA, Inc PAC",500,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,AT&T NC PAC,1500,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,Butterfield for Congress,1000,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,Carolina Link Telephone Cooperative PAC,1250,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,Charter Communications NC PAC,1500,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,Cigna Corporation Employee PAC,500,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,Committee to Re-Elect Howard J. Hunter III Representative,1000,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,Credit Union PAC of NC,500,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,CSX Good Government Fund,500,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,Dominion Energy Inc PAC,4500,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,Duke Energy Corp PAC,6400,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,East Carolina Anesthesia PAC,6000,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,Eastern Band of Cherokee Indians,10800,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,Friends of Forestry PAC,1500,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,GlaxoSmithKline LLC PAC,250,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,Independent Insurance Agents of NC,1000,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,JM Family Enterprises Inc PAC,500,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,Koch Industries Inc PAC,1000,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,Lowe's Comp Inc. PAC,1500,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,Lumen Technologies Inc PAC,500,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,Mag Mutual NC PAC,1000,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,McGuireWoods Federal PAC Fund,3000,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,"Merck & Co., Inc Employees PAC",500,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,Nationwide Carolina Political Participation Fund,1500,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,NC Associates of CPAs PAC,1000,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,NC Association of Electric Cooperatives Rural Electric Action Program,2200,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,NC Association of Realtors PAC,8400,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,NC Association of Student Financial Aid Administrators PAC,4000,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,NC Auto Dealers Accociation PAC,2020,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,NC Beer & Wine Wholesalers Association PAC,2500,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,NC Chamber PAC,1000,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,NC Clean Energy Business Alliance PAC,500,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,NC Democratic Party,367.74,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,NC Dental Society PAC,5000,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,NC Farm Bureau Federation Inc PAC,5400,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,NC Health Care Facilities Association PAC,3000,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,NC Home Builders Association PAC,1500,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,NC Hospital Association PAC,1000,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,NC Manufactured & Modular Homebuilders Association PAC,1000,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,NC Medical Society State PAC,3500,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,NC Merchants PAC Inc,750,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,NC Orthopaedic Association PAC,500,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,NC Outdoor Advertising Association PAC,250,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,NC Petroleum & Convenience Marketers PAC,500,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,NC Pork Council PAC,2000,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,NC Restaurant & Lodging Association PAC,1000,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,NC Veterinary Medical Association,1000,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,Paul Lee,100,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,Publix Supermarkets Inc Association PAC,500,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,Resident Lenders of NC PAC,1000,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,Reynolds American Inc PAC,500,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,Right 2 Vape PAC,500,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,Smithfield Foods Inc PAC,1000,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,State Employees Association of NC PAC,10800,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,Syngenta Corp Employee PAC,500,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,Truist NC PAC,5400,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,University Development Coalition,1000,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,Verizon Good Government Club of NC,500,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 27,Michael H. Wray,Wal-Mart Stores Inc PAC for Responsible Government,1000,151357,D,"Halifax, Northampton",2005,27,NA
Representative District 28,Larry C. Strickland,AT&T NC PAC,1500,152134,R,"Harnett, Johnston",1-Jan-17,28,NA
Representative District 28,Larry C. Strickland,Bizzell for Sheriff,500,152134,R,"Harnett, Johnston",1-Jan-17,28,NA
Representative District 28,Larry C. Strickland,Carolina Asphalt Pavement Association PAC,3000,152134,R,"Harnett, Johnston",1-Jan-17,28,NA
Representative District 28,Larry C. Strickland,Carolina Auto Recyclers PAC,250,152134,R,"Harnett, Johnston",1-Jan-17,28,NA
Representative District 28,Larry C. Strickland,Carolinas Association of General Contractors Inc NC PAC,500,152134,R,"Harnett, Johnston",1-Jan-17,28,NA
Representative District 28,Larry C. Strickland,Dominion Energy Inc PAC,2000,152134,R,"Harnett, Johnston",1-Jan-17,28,NA
Representative District 28,Larry C. Strickland,Donna White for NC House,150,152134,R,"Harnett, Johnston",1-Jan-17,28,NA
Representative District 28,Larry C. Strickland,Eastern Band of Cherokee Indians,2500,152134,R,"Harnett, Johnston",1-Jan-17,28,NA
Representative District 28,Larry C. Strickland,Friends of Forestry PAC,1000,152134,R,"Harnett, Johnston",1-Jan-17,28,NA
Representative District 28,Larry C. Strickland,Jim Burgin for Senate Committee,250,152134,R,"Harnett, Johnston",1-Jan-17,28,NA
Representative District 28,Larry C. Strickland,Johnston County Republican Women,75,152134,R,"Harnett, Johnston",1-Jan-17,28,NA
Representative District 28,Larry C. Strickland,Marathon Petroleum Corp Employee PAC,1000,152134,R,"Harnett, Johnston",1-Jan-17,28,NA
Representative District 28,Larry C. Strickland,McGuireWoods Federal PAC Fund,1000,152134,R,"Harnett, Johnston",1-Jan-17,28,NA
Representative District 28,Larry C. Strickland,"Merck & Co., Inc Employees PAC",1000,152134,R,"Harnett, Johnston",1-Jan-17,28,NA
Representative District 28,Larry C. Strickland,National Federation of Independent Business NC PAC,3.92,152134,R,"Harnett, Johnston",1-Jan-17,28,NA
Representative District 28,Larry C. Strickland,NC American Nurses Association PAC,500,152134,R,"Harnett, Johnston",1-Jan-17,28,NA
Representative District 28,Larry C. Strickland,NC Association of Electric Cooperatives Rural Electric Action Program,500,152134,R,"Harnett, Johnston",1-Jan-17,28,NA
Representative District 28,Larry C. Strickland,NC Association of Nurse Anesthetists,1000,152134,R,"Harnett, Johnston",1-Jan-17,28,NA
Representative District 28,Larry C. Strickland,NC Association of Private Investigators PAC,125,152134,R,"Harnett, Johnston",1-Jan-17,28,NA
Representative District 28,Larry C. Strickland,NC Auto Dealers Accociation PAC,1020,152134,R,"Harnett, Johnston",1-Jan-17,28,NA
Representative District 28,Larry C. Strickland,NC Bankers Association PAC,500,152134,R,"Harnett, Johnston",1-Jan-17,28,NA
Representative District 28,Larry C. Strickland,NC Beer & Wine Wholesalers Association PAC,1000,152134,R,"Harnett, Johnston",1-Jan-17,28,NA
Representative District 28,Larry C. Strickland,NC Clean Energy Business Alliance PAC,5400,152134,R,"Harnett, Johnston",1-Jan-17,28,NA
Representative District 28,Larry C. Strickland,NC Dental Society PAC,1000,152134,R,"Harnett, Johnston",1-Jan-17,28,NA
Representative District 28,Larry C. Strickland,NC Farm Bureau Federation Inc PAC,4700,152134,R,"Harnett, Johnston",1-Jan-17,28,NA
Representative District 28,Larry C. Strickland,NC Home Builders Association PAC,1000,152134,R,"Harnett, Johnston",1-Jan-17,28,NA
Representative District 28,Larry C. Strickland,NC Manufactured & Modular Homebuilders Association PAC,1000,152134,R,"Harnett, Johnston",1-Jan-17,28,NA
Representative District 28,Larry C. Strickland,NC Merchants PAC Inc,250,152134,R,"Harnett, Johnston",1-Jan-17,28,NA
Representative District 28,Larry C. Strickland,NC Pork Council PAC,1000,152134,R,"Harnett, Johnston",1-Jan-17,28,NA
Representative District 28,Larry C. Strickland,NC Poultry Federation PAC,500,152134,R,"Harnett, Johnston",1-Jan-17,28,NA
Representative District 28,Larry C. Strickland,NC Propane Gas Association,500,152134,R,"Harnett, Johnston",1-Jan-17,28,NA
Representative District 28,Larry C. Strickland,NC State Optometric Society PAC,500,152134,R,"Harnett, Johnston",1-Jan-17,28,NA
Representative District 28,Larry C. Strickland,Nexsen Pruet NC PAC,1000,152134,R,"Harnett, Johnston",1-Jan-17,28,NA
Representative District 28,Larry C. Strickland,Quick Prints Solutions,34.25,152134,R,"Harnett, Johnston",1-Jan-17,28,NA
Representative District 28,Larry C. Strickland,Resident Lenders of NC PAC,500,152134,R,"Harnett, Johnston",1-Jan-17,28,NA
Representative District 28,Larry C. Strickland,Reynolds American Inc PAC,1000,152134,R,"Harnett, Johnston",1-Jan-17,28,NA
Representative District 28,Larry C. Strickland,State Employees Association of NC PAC,1500,152134,R,"Harnett, Johnston",1-Jan-17,28,NA
Representative District 28,Larry C. Strickland,Syngenta Corp Employee PAC,1000,152134,R,"Harnett, Johnston",1-Jan-17,28,NA
Representative District 28,Larry C. Strickland,Universal Leaf Tobacco Company Inc PAC,250,152134,R,"Harnett, Johnston",1-Jan-17,28,NA
Representative District 28,Larry C. Strickland,Weyerhaeuser Company PAC,1000,152134,R,"Harnett, Johnston",1-Jan-17,28,NA
Representative District 29,Vernetta Alston,Emily's List,1000,73869,D,Durham,13-Apr-20,29,NA
Representative District 29,Vernetta Alston,LGBTQ Democrats of NC,300,73869,D,Durham,13-Apr-20,29,NA
Representative District 29,Vernetta Alston,Lillian's List PAC,250,73869,D,Durham,13-Apr-20,29,NA
Representative District 3,Steve Tyson,Committee to Elect Eric Queen,200,134730,R,Craven,1-Jan-21,3,NA
Representative District 3,Steve Tyson,Craven County Republican Men's Club,1500,134730,R,Craven,1-Jan-21,3,NA
Representative District 3,Steve Tyson,East Carolina Republican Women,100,134730,R,Craven,1-Jan-21,3,NA
Representative District 3,Steve Tyson,First Citizens Bank,16.95,134730,R,Craven,1-Jan-21,3,NA
Representative District 3,Steve Tyson,International Paper PAC,500,134730,R,Craven,1-Jan-21,3,NA
Representative District 3,Steve Tyson,NC Association of Electric Cooperatives Rural Electric Action Program,300,134730,R,Craven,1-Jan-21,3,NA
Representative District 3,Steve Tyson,NC Association of Realtors PAC,3000,134730,R,Craven,1-Jan-21,3,NA
Representative District 3,Steve Tyson,NC Auto Dealers Accociation PAC,500,134730,R,Craven,1-Jan-21,3,NA
Representative District 3,Steve Tyson,NC Beer & Wine Wholesalers Association PAC,1500,134730,R,Craven,1-Jan-21,3,NA
Representative District 3,Steve Tyson,NC Home Builders Association PAC,1500,134730,R,Craven,1-Jan-21,3,NA
Representative District 3,Steve Tyson,NC Hospital Association PAC,3000,134730,R,Craven,1-Jan-21,3,NA
Representative District 3,Steve Tyson,North Carolina Republican Party,4865.8,134730,R,Craven,1-Jan-21,3,NA
Representative District 3,Steve Tyson,Ward and Smith PAC,500,134730,R,Craven,1-Jan-21,3,NA
Representative District 3,Steve Tyson,Weyerhaeuser Company PAC,500,134730,R,Craven,1-Jan-21,3,NA
Representative District 30,Marcia Morey,LGBTQ Democrats of Wake County,300,60184,D,Durham,5-Apr-17,30,NA
Representative District 31,Zack Hawkins,Blue Cross & Blue Shield of NC Employees PAC,500,54963,D,Durham,1-Jan-19,31,NA
Representative District 31,Zack Hawkins,Butterfield for Congress,500,54963,D,Durham,1-Jan-19,31,NA
Representative District 31,Zack Hawkins,Centene Corporation PAC,500,54963,D,Durham,1-Jan-19,31,NA
Representative District 31,Zack Hawkins,Charter Communications NC PAC,500,54963,D,Durham,1-Jan-19,31,NA
Representative District 31,Zack Hawkins,Communication Workers of America - COPE PCC,1500,54963,D,Durham,1-Jan-19,31,NA
Representative District 31,Zack Hawkins,Dominion Energy Inc PAC,2000,54963,D,Durham,1-Jan-19,31,NA
Representative District 31,Zack Hawkins,Eli Lilly and Company PAC,1000,54963,D,Durham,1-Jan-19,31,NA
Representative District 31,Zack Hawkins,GlaxoSmithKline LLC PAC,250,54963,D,Durham,1-Jan-19,31,NA
Representative District 31,Zack Hawkins,Lowe's Comp Inc. PAC,500,54963,D,Durham,1-Jan-19,31,NA
Representative District 31,Zack Hawkins,McGuireWoods Federal PAC Fund,1250,54963,D,Durham,1-Jan-19,31,NA
Representative District 31,Zack Hawkins,"Merck & Co., Inc Employees PAC",1000,54963,D,Durham,1-Jan-19,31,NA
Representative District 31,Zack Hawkins,NC Advocates for Justice PAC,1000,54963,D,Durham,1-Jan-19,31,NA
Representative District 31,Zack Hawkins,NC Association of Electric Cooperatives Rural Electric Action Program,1300,54963,D,Durham,1-Jan-19,31,NA
Representative District 31,Zack Hawkins,NC Association of Realtors PAC,7400,54963,D,Durham,1-Jan-19,31,NA
Representative District 31,Zack Hawkins,NC Association of Student Financial Aid Administrators PAC,5500,54963,D,Durham,1-Jan-19,31,NA
Representative District 31,Zack Hawkins,NC Beer & Wine Wholesalers Association PAC,3000,54963,D,Durham,1-Jan-19,31,NA
Representative District 31,Zack Hawkins,NC Dental Society PAC,1000,54963,D,Durham,1-Jan-19,31,NA
